campaign_id,sentiment,word,count
393292,positive,실용적이라,3
393292,positive,선물용으로도,3
393292,positive,좋을,3
393292,positive,첫째,2
393292,positive,때도,2
393292,positive,써서,2
393292,positive,이번에도,2
393292,positive,추가로,2
393292,positive,구매했어요,2
393292,positive,15181647,1
393292,positive,15694474,1
393292,positive,15878690,1
393348,negative,이전,2
393348,negative,답변이,2
393348,negative,늦어서,2
393348,negative,아쉬웠습니다,2
393348,negative,상세,1
393348,negative,설명이,1
393348,negative,부족해서,1
393348,negative,결정을,1
393348,negative,망설이고,1
393348,positive,구성이,1
393348,positive,알차고,1
393348,positive,상세페이지,1
393348,positive,설명이,1
393348,positive,이해하기,1
393348,positive,쉬워요,1
393348,positive,후기가,1
393348,positive,좋아,1
393348,positive,보여서,1
393348,positive,믿고,1
393348,positive,펀딩합니다,1
393348,positive,첫째,1
393348,positive,때도,1
393348,positive,써서,1
393348,positive,이번에도,1
393348,positive,추가로,1
393348,positive,구매했어요,1
393348,positive,가격이,1
393348,positive,좋아서,1
393348,positive,얼리버드로,1
393348,positive,참여했습니다,1
393348,positive,배송만,1
393348,positive,빠르면,1
393348,positive,만족스러울,1
393377,negative,가격은,3
393377,negative,좋은데,3
393377,negative,배송이,3
393377,negative,늦을까봐,3
393377,negative,걱정됩니다,3
393377,negative,이전,3
393377,negative,답변이,3
393377,negative,늦어서,3
393377,negative,아쉬웠습니다,3
393377,negative,비슷한,2
393377,negative,제품보다,2
393377,negative,차별점이,2
393377,negative,명확했으면,2
393377,negative,좋겠어요,2
393377,negative,상세,2
393377,negative,설명이,2
393377,negative,부족해서,2
393377,negative,결정을,2
393377,negative,망설이고,2
393377,negative,옵션,2
393377,negative,구성이,2
393377,negative,복잡합니다,2
393377,negative,15059434,1
393377,positive,첫째,6
393377,positive,때도,6
393377,positive,써서,6
393377,positive,이번에도,6
393377,positive,추가로,6
393377,positive,구매했어요,6
393377,positive,오픈,4
393377,positive,전부터,4
393377,positive,기다렸어요,4
393377,positive,펀딩했습니다,4
393377,positive,기대돼요,4
393377,positive,후기가,3
393377,positive,좋아,3
393377,positive,보여서,3
393377,positive,믿고,3
393377,positive,펀딩합니다,3
393377,positive,구성이,3
393377,positive,알차고,3
393377,positive,상세페이지,3
393377,positive,설명이,3
393377,positive,이해하기,3
393377,positive,쉬워요,3
393377,positive,디자인도,2
393377,positive,예쁘고,2
393377,positive,실용적이라,2
393377,positive,선물용으로도,2
393377,positive,좋을,2
393377,positive,15752948,1
393377,positive,15338706,1
393377,positive,가격이,1
393377,positive,좋아서,1
393377,positive,얼리버드로,1
393377,positive,참여했습니다,1
393377,positive,15636655,1
393377,positive,15595008,1
393377,positive,15187216,1
393483,positive,배송만,2
393483,positive,빠르면,2
393483,positive,만족스러울,2
393483,positive,후기가,2
393483,positive,좋아,2
393483,positive,보여서,2
393483,positive,믿고,2
393483,positive,펀딩합니다,2
393483,positive,오픈,1
393483,positive,전부터,1
393483,positive,기다렸어요,1
393483,positive,펀딩했습니다,1
393483,positive,기대돼요,1
393483,positive,첫째,1
393483,positive,때도,1
393483,positive,써서,1
393483,positive,이번에도,1
393483,positive,추가로,1
393483,positive,구매했어요,1
393483,positive,15383905,1
393483,positive,15720648,1
393483,positive,15022361,1
393483,positive,15975828,1
393484,negative,상세,2
393484,negative,설명이,2
393484,negative,부족해서,2
393484,negative,결정을,2
393484,negative,망설이고,2
393484,negative,15740583,1
393484,negative,비슷한,1
393484,negative,제품보다,1
393484,negative,차별점이,1
393484,negative,명확했으면,1
393484,negative,좋겠어요,1
393484,positive,첫째,4
393484,positive,때도,4
393484,positive,써서,4
393484,positive,이번에도,4
393484,positive,추가로,4
393484,positive,구매했어요,4
393484,positive,디자인도,2
393484,positive,예쁘고,2
393484,positive,실용적이라,2
393484,positive,선물용으로도,2
393484,positive,좋을,2
393484,positive,가격이,2
393484,positive,좋아서,2
393484,positive,얼리버드로,2
393484,positive,참여했습니다,2
393484,positive,15168539,1
393484,positive,15653310,1
393484,positive,오픈,1
393484,positive,전부터,1
393484,positive,기다렸어요,1
393484,positive,펀딩했습니다,1
393484,positive,기대돼요,1
393484,positive,15206408,1
393490,negative,비슷한,2
393490,negative,제품보다,2
393490,negative,차별점이,2
393490,negative,명확했으면,2
393490,negative,좋겠어요,2
393490,negative,상세,2
393490,negative,설명이,2
393490,negative,부족해서,2
393490,negative,결정을,2
393490,negative,망설이고,2
393490,positive,오픈,3
393490,positive,전부터,3
393490,positive,기다렸어요,3
393490,positive,펀딩했습니다,3
393490,positive,기대돼요,3
393490,positive,후기가,3
393490,positive,좋아,3
393490,positive,보여서,3
393490,positive,믿고,3
393490,positive,펀딩합니다,3
393490,positive,구성이,2
393490,positive,알차고,2
393490,positive,상세페이지,2
393490,positive,설명이,2
393490,positive,이해하기,2
393490,positive,쉬워요,2
393490,positive,디자인도,2
393490,positive,예쁘고,2
393490,positive,실용적이라,2
393490,positive,선물용으로도,2
393490,positive,좋을,2
393490,positive,15744624,1
393490,positive,15733081,1
393515,negative,옵션,2
393515,negative,구성이,2
393515,negative,복잡합니다,2
393515,negative,상세,2
393515,negative,설명이,2
393515,negative,부족해서,2
393515,negative,결정을,2
393515,negative,망설이고,2
393515,negative,15452186,1
393515,negative,가격은,1
393515,negative,좋은데,1
393515,negative,배송이,1
393515,negative,늦을까봐,1
393515,negative,걱정됩니다,1
393515,positive,디자인도,12
393515,positive,예쁘고,12
393515,positive,실용적이라,12
393515,positive,선물용으로도,12
393515,positive,좋을,12
393515,positive,가격이,8
393515,positive,좋아서,8
393515,positive,얼리버드로,8
393515,positive,참여했습니다,8
393515,positive,오픈,8
393515,positive,전부터,8
393515,positive,기다렸어요,8
393515,positive,펀딩했습니다,8
393515,positive,기대돼요,8
393515,positive,배송만,7
393515,positive,빠르면,7
393515,positive,만족스러울,7
393515,positive,구성이,3
393515,positive,알차고,3
393515,positive,상세페이지,3
393515,positive,설명이,3
393515,positive,이해하기,3
393515,positive,쉬워요,3
393515,positive,첫째,2
393515,positive,때도,2
393515,positive,써서,2
393515,positive,이번에도,2
393515,positive,추가로,2
393515,positive,구매했어요,2
393515,positive,후기가,2
393515,positive,좋아,2
393515,positive,보여서,2
393515,positive,믿고,2
393515,positive,펀딩합니다,2
393515,positive,15809232,1
393515,positive,15225431,1
393515,positive,15082628,1
393515,positive,15173677,1
393515,positive,15834744,1
393515,positive,15324364,1
393515,positive,15657943,1
393515,positive,15657942,1
393515,positive,15821686,1
393606,negative,이전,5
393606,negative,답변이,5
393606,negative,늦어서,5
393606,negative,아쉬웠습니다,5
393606,negative,상세,3
393606,negative,설명이,3
393606,negative,부족해서,3
393606,negative,결정을,3
393606,negative,망설이고,3
393606,negative,비슷한,2
393606,negative,제품보다,2
393606,negative,차별점이,2
393606,negative,명확했으면,2
393606,negative,좋겠어요,2
393606,negative,옵션,2
393606,negative,구성이,2
393606,negative,복잡합니다,2
393606,negative,15366136,1
393606,negative,가격은,1
393606,negative,좋은데,1
393606,negative,배송이,1
393606,negative,늦을까봐,1
393606,negative,걱정됩니다,1
393606,negative,15235709,1
393606,negative,15458143,1
393606,positive,후기가,12
393606,positive,좋아,12
393606,positive,보여서,12
393606,positive,믿고,12
393606,positive,펀딩합니다,12
393606,positive,첫째,9
393606,positive,때도,9
393606,positive,써서,9
393606,positive,이번에도,9
393606,positive,추가로,9
393606,positive,구매했어요,9
393606,positive,배송만,7
393606,positive,빠르면,7
393606,positive,만족스러울,7
393606,positive,가격이,7
393606,positive,좋아서,7
393606,positive,얼리버드로,7
393606,positive,참여했습니다,7
393606,positive,오픈,6
393606,positive,전부터,6
393606,positive,기다렸어요,6
393606,positive,펀딩했습니다,6
393606,positive,기대돼요,6
393606,positive,디자인도,3
393606,positive,예쁘고,3
393606,positive,실용적이라,3
393606,positive,선물용으로도,3
393606,positive,좋을,3
393606,positive,구성이,2
393606,positive,알차고,2
393606,positive,상세페이지,2
393606,positive,설명이,2
393606,positive,이해하기,2
393606,positive,쉬워요,2
393606,positive,15433535,1
393606,positive,15295661,1
393606,positive,15386038,1
393606,positive,15554499,1
393606,positive,15528818,1
393606,positive,15347186,1
393606,positive,15927100,1
393606,positive,15316198,1
393606,positive,15186663,1
393606,positive,15836579,1
393606,positive,15529763,1
393640,negative,옵션,2
393640,negative,구성이,2
393640,negative,복잡합니다,2
393640,negative,비슷한,2
393640,negative,제품보다,2
393640,negative,차별점이,2
393640,negative,명확했으면,2
393640,negative,좋겠어요,2
393640,negative,15083085,1
393640,negative,상세,1
393640,negative,설명이,1
393640,negative,부족해서,1
393640,negative,결정을,1
393640,negative,망설이고,1
393640,positive,오픈,5
393640,positive,전부터,5
393640,positive,기다렸어요,5
393640,positive,펀딩했습니다,5
393640,positive,기대돼요,5
393640,positive,후기가,4
393640,positive,좋아,4
393640,positive,보여서,4
393640,positive,믿고,4
393640,positive,펀딩합니다,4
393640,positive,디자인도,4
393640,positive,예쁘고,4
393640,positive,실용적이라,4
393640,positive,선물용으로도,4
393640,positive,좋을,4
393640,positive,배송만,2
393640,positive,빠르면,2
393640,positive,만족스러울,2
393640,positive,구성이,2
393640,positive,알차고,2
393640,positive,상세페이지,2
393640,positive,설명이,2
393640,positive,이해하기,2
393640,positive,쉬워요,2
393640,positive,첫째,1
393640,positive,때도,1
393640,positive,써서,1
393640,positive,이번에도,1
393640,positive,추가로,1
393640,positive,구매했어요,1
393640,positive,15097330,1
393640,positive,15839634,1
393640,positive,15464965,1
393640,positive,15716560,1
393640,positive,가격이,1
393640,positive,좋아서,1
393640,positive,얼리버드로,1
393640,positive,참여했습니다,1
393766,negative,이전,4
393766,negative,답변이,4
393766,negative,늦어서,4
393766,negative,아쉬웠습니다,4
393766,negative,옵션,2
393766,negative,구성이,2
393766,negative,복잡합니다,2
393766,negative,상세,1
393766,negative,설명이,1
393766,negative,부족해서,1
393766,negative,결정을,1
393766,negative,망설이고,1
393766,negative,15995842,1
393766,negative,15585975,1
393766,negative,가격은,1
393766,negative,좋은데,1
393766,negative,배송이,1
393766,negative,늦을까봐,1
393766,negative,걱정됩니다,1
393766,negative,15761798,1
393766,negative,비슷한,1
393766,negative,제품보다,1
393766,negative,차별점이,1
393766,negative,명확했으면,1
393766,negative,좋겠어요,1
393766,positive,오픈,11
393766,positive,전부터,11
393766,positive,기다렸어요,11
393766,positive,펀딩했습니다,11
393766,positive,기대돼요,11
393766,positive,구성이,9
393766,positive,알차고,9
393766,positive,상세페이지,9
393766,positive,설명이,9
393766,positive,이해하기,9
393766,positive,쉬워요,9
393766,positive,배송만,8
393766,positive,빠르면,8
393766,positive,만족스러울,8
393766,positive,후기가,6
393766,positive,좋아,6
393766,positive,보여서,6
393766,positive,믿고,6
393766,positive,펀딩합니다,6
393766,positive,첫째,6
393766,positive,때도,6
393766,positive,써서,6
393766,positive,이번에도,6
393766,positive,추가로,6
393766,positive,구매했어요,6
393766,positive,디자인도,4
393766,positive,예쁘고,4
393766,positive,실용적이라,4
393766,positive,선물용으로도,4
393766,positive,좋을,4
393766,positive,가격이,3
393766,positive,좋아서,3
393766,positive,얼리버드로,3
393766,positive,참여했습니다,3
393766,positive,15532410,1
393766,positive,15853335,1
393766,positive,15176158,1
393766,positive,15371546,1
393766,positive,15628569,1
393766,positive,15104986,1
393766,positive,15647213,1
393766,positive,15271965,1
393766,positive,15394012,1
393766,positive,15354645,1
393813,negative,가격은,2
393813,negative,좋은데,2
393813,negative,배송이,2
393813,negative,늦을까봐,2
393813,negative,걱정됩니다,2
393813,negative,상세,2
393813,negative,설명이,2
393813,negative,부족해서,2
393813,negative,결정을,2
393813,negative,망설이고,2
393813,negative,옵션,1
393813,negative,구성이,1
393813,negative,복잡합니다,1
393813,negative,이전,1
393813,negative,답변이,1
393813,negative,늦어서,1
393813,negative,아쉬웠습니다,1
393813,negative,15574166,1
393813,positive,첫째,6
393813,positive,때도,6
393813,positive,써서,6
393813,positive,이번에도,6
393813,positive,추가로,6
393813,positive,구매했어요,6
393813,positive,오픈,3
393813,positive,전부터,3
393813,positive,기다렸어요,3
393813,positive,펀딩했습니다,3
393813,positive,기대돼요,3
393813,positive,배송만,2
393813,positive,빠르면,2
393813,positive,만족스러울,2
393813,positive,구성이,2
393813,positive,알차고,2
393813,positive,상세페이지,2
393813,positive,설명이,2
393813,positive,이해하기,2
393813,positive,쉬워요,2
393813,positive,15238597,1
393813,positive,가격이,1
393813,positive,좋아서,1
393813,positive,얼리버드로,1
393813,positive,참여했습니다,1
393813,positive,후기가,1
393813,positive,좋아,1
393813,positive,보여서,1
393813,positive,믿고,1
393813,positive,펀딩합니다,1
393813,positive,15099060,1
393813,positive,15507561,1
393813,positive,디자인도,1
393813,positive,예쁘고,1
393813,positive,실용적이라,1
393813,positive,선물용으로도,1
393813,positive,좋을,1
394052,negative,이전,2
394052,negative,답변이,2
394052,negative,늦어서,2
394052,negative,아쉬웠습니다,2
394052,negative,비슷한,2
394052,negative,제품보다,2
394052,negative,차별점이,2
394052,negative,명확했으면,2
394052,negative,좋겠어요,2
394052,negative,상세,1
394052,negative,설명이,1
394052,negative,부족해서,1
394052,negative,결정을,1
394052,negative,망설이고,1
394052,positive,디자인도,5
394052,positive,예쁘고,5
394052,positive,실용적이라,5
394052,positive,선물용으로도,5
394052,positive,좋을,5
394052,positive,구성이,5
394052,positive,알차고,5
394052,positive,상세페이지,5
394052,positive,설명이,5
394052,positive,이해하기,5
394052,positive,쉬워요,5
394052,positive,오픈,3
394052,positive,전부터,3
394052,positive,기다렸어요,3
394052,positive,펀딩했습니다,3
394052,positive,기대돼요,3
394052,positive,첫째,3
394052,positive,때도,3
394052,positive,써서,3
394052,positive,이번에도,3
394052,positive,추가로,3
394052,positive,구매했어요,3
394052,positive,배송만,2
394052,positive,빠르면,2
394052,positive,만족스러울,2
394052,positive,후기가,2
394052,positive,좋아,2
394052,positive,보여서,2
394052,positive,믿고,2
394052,positive,펀딩합니다,2
394052,positive,가격이,1
394052,positive,좋아서,1
394052,positive,얼리버드로,1
394052,positive,참여했습니다,1
394052,positive,15258899,1
394052,positive,15415791,1
394085,negative,비슷한,1
394085,negative,제품보다,1
394085,negative,차별점이,1
394085,negative,명확했으면,1
394085,negative,좋겠어요,1
394085,positive,디자인도,1
394085,positive,예쁘고,1
394085,positive,실용적이라,1
394085,positive,선물용으로도,1
394085,positive,좋을,1
394085,positive,15635436,1
394085,positive,후기가,1
394085,positive,좋아,1
394085,positive,보여서,1
394085,positive,믿고,1
394085,positive,펀딩합니다,1
394190,positive,15135738,1
394190,positive,디자인도,1
394190,positive,예쁘고,1
394190,positive,실용적이라,1
394190,positive,선물용으로도,1
394190,positive,좋을,1
394190,positive,오픈,1
394190,positive,전부터,1
394190,positive,기다렸어요,1
394190,positive,펀딩했습니다,1
394190,positive,기대돼요,1
394190,positive,첫째,1
394190,positive,때도,1
394190,positive,써서,1
394190,positive,이번에도,1
394190,positive,추가로,1
394190,positive,구매했어요,1
394250,negative,옵션,1
394250,negative,구성이,1
394250,negative,복잡합니다,1
394250,positive,배송만,2
394250,positive,빠르면,2
394250,positive,만족스러울,2
394250,positive,오픈,2
394250,positive,전부터,2
394250,positive,기다렸어요,2
394250,positive,펀딩했습니다,2
394250,positive,기대돼요,2
394250,positive,첫째,2
394250,positive,때도,2
394250,positive,써서,2
394250,positive,이번에도,2
394250,positive,추가로,2
394250,positive,구매했어요,2
394250,positive,15889062,1
394250,positive,가격이,1
394250,positive,좋아서,1
394250,positive,얼리버드로,1
394250,positive,참여했습니다,1
394250,positive,15419482,1
394250,positive,후기가,1
394250,positive,좋아,1
394250,positive,보여서,1
394250,positive,믿고,1
394250,positive,펀딩합니다,1
394306,negative,이전,2
394306,negative,답변이,2
394306,negative,늦어서,2
394306,negative,아쉬웠습니다,2
394306,negative,옵션,2
394306,negative,구성이,2
394306,negative,복잡합니다,2
394306,negative,15617591,1
394306,negative,15144137,1
394306,negative,가격은,1
394306,negative,좋은데,1
394306,negative,배송이,1
394306,negative,늦을까봐,1
394306,negative,걱정됩니다,1
394306,negative,비슷한,1
394306,negative,제품보다,1
394306,negative,차별점이,1
394306,negative,명확했으면,1
394306,negative,좋겠어요,1
394306,positive,후기가,8
394306,positive,좋아,8
394306,positive,보여서,8
394306,positive,믿고,8
394306,positive,펀딩합니다,8
394306,positive,배송만,8
394306,positive,빠르면,8
394306,positive,만족스러울,8
394306,positive,첫째,8
394306,positive,때도,8
394306,positive,써서,8
394306,positive,이번에도,8
394306,positive,추가로,8
394306,positive,구매했어요,8
394306,positive,구성이,7
394306,positive,알차고,7
394306,positive,상세페이지,7
394306,positive,설명이,7
394306,positive,이해하기,7
394306,positive,쉬워요,7
394306,positive,가격이,4
394306,positive,좋아서,4
394306,positive,얼리버드로,4
394306,positive,참여했습니다,4
394306,positive,오픈,4
394306,positive,전부터,4
394306,positive,기다렸어요,4
394306,positive,펀딩했습니다,4
394306,positive,기대돼요,4
394306,positive,디자인도,2
394306,positive,예쁘고,2
394306,positive,실용적이라,2
394306,positive,선물용으로도,2
394306,positive,좋을,2
394306,positive,15893264,1
394306,positive,15717339,1
394306,positive,15600601,1
394306,positive,15917969,1
394306,positive,15074989,1
394306,positive,15272146,1
394306,positive,15637126,1
394367,negative,15957480,1
394367,negative,이전,1
394367,negative,답변이,1
394367,negative,늦어서,1
394367,negative,아쉬웠습니다,1
394367,negative,15512824,1
394367,negative,옵션,1
394367,negative,구성이,1
394367,negative,복잡합니다,1
394367,positive,후기가,4
394367,positive,좋아,4
394367,positive,보여서,4
394367,positive,믿고,4
394367,positive,펀딩합니다,4
394367,positive,가격이,1
394367,positive,좋아서,1
394367,positive,얼리버드로,1
394367,positive,참여했습니다,1
394367,positive,배송만,1
394367,positive,빠르면,1
394367,positive,만족스러울,1
394367,positive,디자인도,1
394367,positive,예쁘고,1
394367,positive,실용적이라,1
394367,positive,선물용으로도,1
394367,positive,좋을,1
394367,positive,15604249,1
394558,negative,옵션,3
394558,negative,구성이,3
394558,negative,복잡합니다,3
394558,negative,가격은,2
394558,negative,좋은데,2
394558,negative,배송이,2
394558,negative,늦을까봐,2
394558,negative,걱정됩니다,2
394558,negative,15875476,1
394558,negative,15421551,1
394558,positive,오픈,6
394558,positive,전부터,6
394558,positive,기다렸어요,6
394558,positive,펀딩했습니다,6
394558,positive,기대돼요,6
394558,positive,가격이,5
394558,positive,좋아서,5
394558,positive,얼리버드로,5
394558,positive,참여했습니다,5
394558,positive,구성이,4
394558,positive,알차고,4
394558,positive,상세페이지,4
394558,positive,설명이,4
394558,positive,이해하기,4
394558,positive,쉬워요,4
394558,positive,디자인도,3
394558,positive,예쁘고,3
394558,positive,실용적이라,3
394558,positive,선물용으로도,3
394558,positive,좋을,3
394558,positive,첫째,3
394558,positive,때도,3
394558,positive,써서,3
394558,positive,이번에도,3
394558,positive,추가로,3
394558,positive,구매했어요,3
394685,negative,비슷한,1
394685,negative,제품보다,1
394685,negative,차별점이,1
394685,negative,명확했으면,1
394685,negative,좋겠어요,1
394685,positive,디자인도,1
394685,positive,예쁘고,1
394685,positive,실용적이라,1
394685,positive,선물용으로도,1
394685,positive,좋을,1
394685,positive,가격이,1
394685,positive,좋아서,1
394685,positive,얼리버드로,1
394685,positive,참여했습니다,1
394685,positive,오픈,1
394685,positive,전부터,1
394685,positive,기다렸어요,1
394685,positive,펀딩했습니다,1
394685,positive,기대돼요,1
394686,negative,비슷한,3
394686,negative,제품보다,3
394686,negative,차별점이,3
394686,negative,명확했으면,3
394686,negative,좋겠어요,3
394686,negative,옵션,3
394686,negative,구성이,3
394686,negative,복잡합니다,3
394686,negative,15518632,1
394686,negative,상세,1
394686,negative,설명이,1
394686,negative,부족해서,1
394686,negative,결정을,1
394686,negative,망설이고,1
394686,negative,이전,1
394686,negative,답변이,1
394686,negative,늦어서,1
394686,negative,아쉬웠습니다,1
394686,negative,가격은,1
394686,negative,좋은데,1
394686,negative,배송이,1
394686,negative,늦을까봐,1
394686,negative,걱정됩니다,1
394686,positive,오픈,4
394686,positive,전부터,4
394686,positive,기다렸어요,4
394686,positive,펀딩했습니다,4
394686,positive,기대돼요,4
394686,positive,가격이,4
394686,positive,좋아서,4
394686,positive,얼리버드로,4
394686,positive,참여했습니다,4
394686,positive,첫째,3
394686,positive,때도,3
394686,positive,써서,3
394686,positive,이번에도,3
394686,positive,추가로,3
394686,positive,구매했어요,3
394686,positive,디자인도,3
394686,positive,예쁘고,3
394686,positive,실용적이라,3
394686,positive,선물용으로도,3
394686,positive,좋을,3
394686,positive,구성이,3
394686,positive,알차고,3
394686,positive,상세페이지,3
394686,positive,설명이,3
394686,positive,이해하기,3
394686,positive,쉬워요,3
394686,positive,후기가,3
394686,positive,좋아,3
394686,positive,보여서,3
394686,positive,믿고,3
394686,positive,펀딩합니다,3
394686,positive,15810511,1
394686,positive,배송만,1
394686,positive,빠르면,1
394686,positive,만족스러울,1
394686,positive,15113231,1
394686,positive,15397416,1
394762,negative,이전,2
394762,negative,답변이,2
394762,negative,늦어서,2
394762,negative,아쉬웠습니다,2
394762,negative,상세,2
394762,negative,설명이,2
394762,negative,부족해서,2
394762,negative,결정을,2
394762,negative,망설이고,2
394762,negative,가격은,1
394762,negative,좋은데,1
394762,negative,배송이,1
394762,negative,늦을까봐,1
394762,negative,걱정됩니다,1
394762,negative,옵션,1
394762,negative,구성이,1
394762,negative,복잡합니다,1
394762,negative,비슷한,1
394762,negative,제품보다,1
394762,negative,차별점이,1
394762,negative,명확했으면,1
394762,negative,좋겠어요,1
394762,negative,15209315,1
394762,positive,구성이,10
394762,positive,알차고,10
394762,positive,상세페이지,10
394762,positive,설명이,10
394762,positive,이해하기,10
394762,positive,쉬워요,10
394762,positive,배송만,9
394762,positive,빠르면,9
394762,positive,만족스러울,9
394762,positive,디자인도,9
394762,positive,예쁘고,9
394762,positive,실용적이라,9
394762,positive,선물용으로도,9
394762,positive,좋을,9
