comment_id,campaign_id,user_id_hash,board_id,depth,common_id,body,comment_type,sentiment_label,when_created,deleted,parent_board_id,nick_name,user_status,photo_url,has_reply,reply_count,image_count,reaction_count,has_membership,maker,owner,support,status
c_00000013,399800,u_ac1567615874,4800013,0,399800,색상 추가 계획이 있을까요?,QUESTION,neutral,2026-04-10 14:51:07,False,,익명의 서포터 2391,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,False,0,0,2,False,False,False,False,success
c_00000014,399800,u_354cfa603f3a,4800014,0,399800,15837766 가격이 좋아서 얼리버드로 바로 참여했습니다,SUPPORT,positive,2026-04-02 09:38:54,False,,익명의 서포터 9978,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,0,0,1,False,False,False,True,success
c_00000015,399800,u_a6b663acbe8f,4800015,0,399800,구성이 알차고 상세페이지 설명이 이해하기 쉬워요,SUPPORT,positive,2026-04-17 02:49:58,False,,익명의 서포터 5433,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,1,False,False,False,False,success
c_00000016,399800,u_a6793e151c1f,4800016,0,399800,디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,SUPPORT,positive,2026-04-05 15:27:54,False,,익명의 서포터 4843,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,True,1,0,5,False,False,False,True,success
c_00000017,399800,u_907a1b4ab08e,4800017,0,399800,15604192 첫째 때도 잘 써서 이번에도 추가로 구매했어요,SUPPORT,positive,2026-03-28 11:11:55,False,,익명의 서포터 2271,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,3,False,False,False,True,success
c_00000018,399800,u_fc48aa9d26f8,4800018,0,399800,가격이 좋아서 얼리버드로 바로 참여했습니다,SUPPORT,positive,2026-04-04 00:37:10,False,,익명의 서포터 8420,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,1,True,False,False,True,success
c_00000019,399800,u_26f15986b99f,4800019,1,399800,사이즈 정보가 조금 더 자세히 있으면 좋겠습니다,QUESTION,neutral,2026-04-07 11:46:54,False,4800004,익명의 서포터 7917,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,0,True,False,False,False,success
c_00000020,399800,u_b2e012347926,4800020,0,399800,사이즈 정보가 조금 더 자세히 있으면 좋겠습니다,TALK,neutral,2026-04-03 19:58:55,False,,익명의 서포터 5123,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,0,True,False,False,True,success
c_00000021,399800,u_5a898b3657be,4800021,0,399800,구성이 알차고 상세페이지 설명이 이해하기 쉬워요,SUPPORT,positive,2026-04-05 21:12:49,False,,익명의 서포터 5655,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,1,False,False,False,True,success
c_00000022,399800,u_cfe86d75391f,4800022,0,399800,15158399 디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,SUPPORT,positive,2026-04-14 01:32:52,False,,익명의 서포터 5906,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,0,False,False,False,False,success
c_00000023,399800,u_f608c813fa7e,4800023,0,399800,가격이 좋아서 얼리버드로 바로 참여했습니다,SUPPORT,positive,2026-04-11 00:05:30,False,,익명의 서포터 5383,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,True,2,0,3,False,False,False,False,success
c_00000024,399800,u_902470ea5de8,4800024,0,399800,오픈 전부터 기다렸어요! 바로 펀딩했습니다. 기대돼요,SUPPORT,positive,2026-04-16 09:51:05,False,,익명의 서포터 9535,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,3,True,False,False,True,success
c_00000025,399800,u_414d798926cd,4800025,0,399800,오픈 전부터 기다렸어요! 바로 펀딩했습니다. 기대돼요,SUPPORT,positive,2026-04-04 15:29:40,False,,익명의 서포터 1627,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,1,False,False,False,True,success
c_00000026,399800,u_30340a1ffcb5,4800026,0,399800,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-04-06 22:56:12,False,,익명의 서포터 9866,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,True,1,0,1,False,False,False,True,success
c_00000027,399800,u_f8b6e83a193c,4800027,0,399800,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-04-01 12:39:56,False,,익명의 서포터 7605,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,True,1,0,1,False,False,False,False,success
c_00000028,399800,u_43020d0b2c97,4800028,1,399800,디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,SUPPORT,positive,2026-04-02 20:31:26,False,4800007,익명의 서포터 4582,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,False,0,0,0,False,False,False,True,success
c_00000029,399800,u_9c7fb3e461ec,4800029,0,399800,상세 설명이 부족해서 구매 결정을 망설이고 있어요,QUESTION,negative,2026-04-07 04:53:15,False,,익명의 서포터 3748,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,False,0,0,0,False,False,False,True,success
c_00000030,398196,u_ecb8ee54fcfd,4800030,0,398196,배송만 빠르면 정말 만족스러울 것 같습니다,SUPPORT,positive,2026-04-03 15:44:33,False,,익명의 서포터 6571,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,2,0,1,False,False,False,True,success
c_00000031,398196,u_7be1c4180391,4800031,0,398196,첫째 때도 잘 써서 이번에도 추가로 구매했어요,SUPPORT,positive,2026-03-28 06:37:58,False,,익명의 서포터 718,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,True,1,0,1,False,False,False,True,success
c_00000032,398196,u_83ef814e243d,4800032,0,398196,15152358 첫째 때도 잘 써서 이번에도 추가로 구매했어요,SUPPORT,positive,2026-03-29 11:56:33,False,,익명의 서포터 2166,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,True,0,0,0,False,False,False,False,success
c_00000033,398196,u_212a76336495,4800033,0,398196,배송 예정일이 궁금합니다,QUESTION,neutral,2026-04-09 21:22:57,False,,익명의 서포터 6665,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,False,0,0,1,True,False,False,True,success
c_00000034,398196,u_be4d26943622,4800034,0,398196,옵션 변경은 어디에서 가능한가요?,QUESTION,neutral,2026-04-09 10:58:21,False,,익명의 서포터 5689,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,0,0,1,True,False,False,True,success
c_00000035,398196,u_af08535cbccd,4800035,0,398196,상세 설명이 부족해서 구매 결정을 망설이고 있어요,QUESTION,negative,2026-04-01 18:49:49,False,,익명의 서포터 3784,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,False,0,0,0,False,False,False,True,success
c_00000036,398196,u_fdb0781e8197,4800036,0,398196,사이즈 정보가 조금 더 자세히 있으면 좋겠습니다,TALK,neutral,2026-03-30 04:22:55,False,,익명의 서포터 6359,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,0,False,False,False,True,success
c_00000037,398196,u_4809e8a7555c,4800037,0,398196,배송 예정일이 궁금합니다,QUESTION,neutral,2026-04-05 01:59:58,False,,익명의 서포터 4017,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,0,False,False,False,True,success
c_00000038,398196,u_534269316c02,4800038,0,398196,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-04-06 11:09:54,False,,익명의 서포터 4374,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,0,False,False,False,False,success
c_00000039,398196,u_f6bbb3988dc6,4800039,0,398196,디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,SUPPORT,positive,2026-03-29 06:10:49,False,,익명의 서포터 9607,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,False,0,0,1,False,False,False,True,success
c_00000040,398196,u_4536139ae680,4800040,0,398196,배송만 빠르면 정말 만족스러울 것 같습니다,SUPPORT,positive,2026-04-06 04:51:25,False,,익명의 서포터 9838,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,2,True,False,False,False,success
c_00000041,394880,u_b26a55439836,4800041,0,394880,배송 예정일이 궁금합니다,QUESTION,neutral,2026-05-07 17:23:28,False,,익명의 서포터 8052,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,2,0,2,False,False,False,False,success
c_00000042,394880,u_f2bceb144669,4800042,1,394880,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-05-04 13:54:42,False,4800033,익명의 서포터 6106,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,1,False,False,False,False,success
c_00000043,394880,u_a3e11830a782,4800043,0,394880,배송만 빠르면 정말 만족스러울 것 같습니다,SUPPORT,positive,2026-04-22 22:19:38,False,,익명의 서포터 7310,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,0,False,False,False,False,success
c_00000044,394880,u_1d8aff379089,4800044,0,394880,15253545 가격이 좋아서 얼리버드로 바로 참여했습니다,SUPPORT,positive,2026-05-05 11:50:08,False,,익명의 서포터 3849,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,0,False,False,False,False,success
c_00000045,394880,u_549d1599492d,4800045,0,394880,가격은 좋은데 배송이 늦을까봐 조금 걱정됩니다,TALK,negative,2026-04-24 18:01:33,False,,익명의 서포터 1924,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,True,2,0,1,False,False,False,False,success
c_00000046,401384,u_b7ddcb1f5ce6,4800046,0,401384,비슷한 제품보다 차별점이 더 명확했으면 좋겠어요,QUESTION,negative,2026-04-14 14:10:22,False,,익명의 서포터 4053,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,0,False,False,False,True,success
c_00000047,401384,u_c33506f6180d,4800047,0,401384,배송 예정일이 궁금합니다,QUESTION,neutral,2026-04-10 18:44:16,False,,익명의 서포터 3346,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,True,0,0,0,False,False,False,True,success
c_00000048,401384,u_3f7df52e30f5,4800048,0,401384,15981884 배송만 빠르면 정말 만족스러울 것 같습니다,TALK,positive,2026-05-09 22:54:10,False,,익명의 서포터 4176,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,1,False,False,False,True,success
c_00000049,401384,u_7968255505b2,4800049,0,401384,가격이 좋아서 얼리버드로 바로 참여했습니다,SUPPORT,positive,2026-05-01 17:19:07,False,,익명의 서포터 1254,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,1,False,False,False,True,success
c_00000050,401384,u_74fe9cbd3b25,4800050,0,401384,구성이 알차고 상세페이지 설명이 이해하기 쉬워요,SUPPORT,positive,2026-04-24 01:44:09,False,,익명의 서포터 7781,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,3,0,1,True,False,False,False,success
c_00000051,401384,u_9bf2507a081d,4800051,1,401384,오픈 전부터 기다렸어요! 바로 펀딩했습니다. 기대돼요,SUPPORT,positive,2026-04-01 21:27:09,False,4800022,익명의 서포터 4484,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,3,False,False,False,True,success
c_00000052,394367,u_40615dd80531,4800052,1,394367,A/S 기간은 얼마나 되나요?,QUESTION,neutral,2026-03-31 18:36:06,False,4800043,익명의 서포터 6071,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,True,1,0,0,False,False,False,True,success
c_00000053,394367,u_f24140f1ee46,4800053,0,394367,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-04-15 01:45:06,False,,익명의 서포터 4083,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,True,0,0,1,False,False,False,False,success
c_00000054,394367,u_3b19fd8dec74,4800054,0,394367,가격이 좋아서 얼리버드로 바로 참여했습니다,SUPPORT,positive,2026-04-08 14:12:11,False,,익명의 서포터 6297,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,False,0,0,1,False,False,False,True,success
c_00000055,394367,u_cc1a15bca432,4800055,0,394367,배송만 빠르면 정말 만족스러울 것 같습니다,SUPPORT,positive,2026-03-29 16:19:52,False,,익명의 서포터 9084,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,True,3,0,1,False,False,False,True,success
c_00000056,394367,u_7264042cbd5d,4800056,0,394367,디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,SUPPORT,positive,2026-04-07 14:45:44,False,,익명의 서포터 1244,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,1,1,False,False,False,True,success
c_00000057,394367,u_0d9426ce6fb6,4800057,0,394367,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-04-15 00:44:51,False,,익명의 서포터 5468,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,1,False,False,False,True,success
c_00000058,394367,u_c8fe9df040fc,4800058,0,394367,15604249 후기가 좋아 보여서 믿고 펀딩합니다,TALK,positive,2026-04-08 00:44:18,False,,익명의 서포터 2886,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,True,0,0,1,False,False,False,False,success
c_00000059,394367,u_88dc7ab3abd8,4800059,0,394367,15957480 이전 펀딩 때 문의 답변이 늦어서 아쉬웠습니다,QUESTION,negative,2026-04-14 21:15:52,False,,익명의 서포터 3064,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,False,0,0,0,False,False,False,True,success
c_00000060,394367,u_beb8eddc2aed,4800060,1,394367,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-04-01 19:39:58,False,4800003,익명의 서포터 5030,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,False,0,0,1,False,False,False,True,success
c_00000061,394367,u_37095b323ebe,4800061,0,394367,15512824 옵션 구성이 조금 복잡합니다,QUESTION,negative,2026-04-07 13:38:04,False,,익명의 서포터 7966,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,True,0,0,0,False,False,False,True,success
c_00000062,394052,u_d8c458cdfd04,4800062,0,394052,오픈 전부터 기다렸어요! 바로 펀딩했습니다. 기대돼요,TALK,positive,2026-04-01 19:22:06,False,,익명의 서포터 5395,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,1,0,2,False,False,False,True,success
c_00000063,394052,u_d65e117b805c,4800063,0,394052,이전 펀딩 때 문의 답변이 늦어서 아쉬웠습니다,QUESTION,negative,2026-03-30 16:52:43,False,,익명의 서포터 7832,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,True,1,0,1,True,False,False,True,success
c_00000064,394052,u_1b2d87cbff83,4800064,0,394052,디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,SUPPORT,positive,2026-03-28 21:12:54,False,,익명의 서포터 5991,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,2,0,2,True,False,False,True,success
c_00000065,394052,u_02c96c612e50,4800065,0,394052,배송 예정일이 궁금합니다,TALK,neutral,2026-04-09 19:34:53,False,,익명의 서포터 6786,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,False,0,0,1,False,False,False,True,success
c_00000066,394052,u_842cf04118b5,4800066,0,394052,사이즈 정보가 조금 더 자세히 있으면 좋겠습니다,QUESTION,neutral,2026-04-02 12:38:25,False,,익명의 서포터 4019,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,0,False,False,False,True,success
c_00000067,394052,u_138cfac31486,4800067,0,394052,디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,SUPPORT,positive,2026-03-30 02:05:33,False,,익명의 서포터 4699,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,0,False,False,False,True,success
c_00000068,394052,u_b037f8f830f2,4800068,0,394052,배송만 빠르면 정말 만족스러울 것 같습니다,SUPPORT,positive,2026-04-01 12:09:58,False,,익명의 서포터 8287,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,3,False,False,False,False,success
c_00000069,394052,u_2f92a0d7ec74,4800069,0,394052,첫째 때도 잘 써서 이번에도 추가로 구매했어요,SUPPORT,positive,2026-04-04 14:15:23,False,,익명의 서포터 7219,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,True,2,0,4,False,False,False,True,success
c_00000070,394052,u_696c8f20a52c,4800070,0,394052,비슷한 제품보다 차별점이 더 명확했으면 좋겠어요,QUESTION,negative,2026-04-08 05:52:11,False,,익명의 서포터 8838,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,0,False,False,False,True,success
c_00000071,394052,u_77b783374e39,4800071,1,394052,첫째 때도 잘 써서 이번에도 추가로 구매했어요,SUPPORT,positive,2026-03-29 03:52:30,False,4800059,익명의 서포터 2291,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,False,0,0,0,False,False,False,True,success
c_00000072,394052,u_850e8179dc78,4800072,0,394052,배송 예정일이 궁금합니다,QUESTION,neutral,2026-04-03 11:39:43,False,,익명의 서포터 6777,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,3,False,False,False,False,success
c_00000073,394052,u_4ed26346fbf7,4800073,1,394052,첫째 때도 잘 써서 이번에도 추가로 구매했어요,SUPPORT,positive,2026-04-01 01:31:41,False,4800056,익명의 서포터 9558,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,0,False,False,False,True,success
c_00000074,394052,u_4e247684fdf6,4800074,0,394052,배송만 빠르면 정말 만족스러울 것 같습니다,SUPPORT,positive,2026-04-06 16:20:38,False,,익명의 서포터 1195,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,True,1,0,1,False,False,False,True,success
c_00000075,394052,u_49c3776bf5e8,4800075,0,394052,구성이 알차고 상세페이지 설명이 이해하기 쉬워요,SUPPORT,positive,2026-04-08 14:42:53,False,,익명의 서포터 3582,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,2,True,False,False,False,success
c_00000076,394052,u_3a26cb16812d,4800076,0,394052,사이즈 정보가 조금 더 자세히 있으면 좋겠습니다,QUESTION,neutral,2026-04-10 07:22:06,False,,익명의 서포터 2490,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,True,1,0,0,False,False,False,False,success
c_00000077,394052,u_863a6c1046bf,4800077,0,394052,상세 설명이 부족해서 구매 결정을 망설이고 있어요,TALK,negative,2026-03-29 00:30:58,False,,익명의 서포터 7148,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,True,1,0,0,False,False,False,True,success
c_00000078,394052,u_7ef46c5017c9,4800078,0,394052,가격이 좋아서 얼리버드로 바로 참여했습니다,SUPPORT,positive,2026-04-05 14:47:07,False,,익명의 서포터 9481,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,3,True,False,False,True,success
c_00000079,394052,u_1537ddb6d97f,4800079,0,394052,배송 예정일이 궁금합니다,TALK,neutral,2026-03-30 00:20:00,False,,익명의 서포터 505,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,1,False,False,False,True,success
c_00000080,394052,u_aced2736620c,4800080,0,394052,사이즈 정보가 조금 더 자세히 있으면 좋겠습니다,QUESTION,neutral,2026-04-04 14:01:55,False,,익명의 서포터 3112,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,True,2,0,1,True,False,False,False,success
c_00000081,394052,u_6e5f0b795a3b,4800081,0,394052,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-04-02 18:48:56,False,,익명의 서포터 7148,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,2,0,1,True,False,False,True,success
c_00000082,394052,u_43d86ba06a54,4800082,0,394052,디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,TALK,positive,2026-04-08 17:47:03,False,,익명의 서포터 9211,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,True,1,0,0,False,False,False,True,success
c_00000083,394052,u_61cb97b000c7,4800083,0,394052,구성이 알차고 상세페이지 설명이 이해하기 쉬워요,SUPPORT,positive,2026-04-06 14:33:44,False,,익명의 서포터 7713,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,True,0,0,0,False,False,False,True,success
c_00000084,394052,u_d1459fb9fefe,4800084,0,394052,디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,TALK,positive,2026-04-03 08:22:14,False,,익명의 서포터 1553,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,1,False,False,False,True,success
c_00000085,394052,u_b708a1765111,4800085,0,394052,구성이 알차고 상세페이지 설명이 이해하기 쉬워요,SUPPORT,positive,2026-04-02 02:35:22,False,,익명의 서포터 1867,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,False,0,0,1,False,False,False,False,success
c_00000086,394052,u_8867bbef2843,4800086,1,394052,배송 예정일이 궁금합니다,QUESTION,neutral,2026-04-11 09:23:16,False,4800039,익명의 서포터 9396,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,True,1,0,1,False,False,False,False,success
c_00000087,394052,u_72c78bed58de,4800087,0,394052,15258899 디자인도 예쁘고 실용적이라 선물용으로도 좋을 것 같아요,SUPPORT,positive,2026-04-01 11:36:44,False,,익명의 서포터 1259,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,2,False,False,False,True,success
c_00000088,394052,u_01bc1c5268c4,4800088,0,394052,오픈 전부터 기다렸어요! 바로 펀딩했습니다. 기대돼요,SUPPORT,positive,2026-03-31 04:29:38,False,,익명의 서포터 6389,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,1,True,False,False,True,success
c_00000089,394052,u_0354cbe28dea,4800089,0,394052,15415791 오픈 전부터 기다렸어요! 바로 펀딩했습니다. 기대돼요,SUPPORT,positive,2026-04-02 17:16:32,False,,익명의 서포터 44,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,0,True,False,False,False,success
c_00000090,394052,u_fdc492864731,4800090,0,394052,옵션 변경은 어디에서 가능한가요?,QUESTION,neutral,2026-03-31 19:10:54,False,,익명의 서포터 6120,NM,https://demo-static.example.invalid/assets/icon/profile-icon-5.png,False,0,0,0,False,False,False,True,success
c_00000091,394052,u_0ec2ab5bf7e4,4800091,1,394052,후기가 좋아 보여서 믿고 펀딩합니다,SUPPORT,positive,2026-04-03 17:24:17,False,4800070,익명의 서포터 7047,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,True,0,0,0,True,False,False,True,success
c_00000092,394052,u_78780211fe89,4800092,0,394052,구성이 알차고 상세페이지 설명이 이해하기 쉬워요,TALK,positive,2026-04-06 04:08:03,False,,익명의 서포터 8557,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,True,0,0,3,False,False,False,True,success
c_00000093,394052,u_1ec2d6217f24,4800093,0,394052,이전 펀딩 때 문의 답변이 늦어서 아쉬웠습니다,TALK,negative,2026-04-05 22:06:09,False,,익명의 서포터 5456,NM,https://demo-static.example.invalid/assets/icon/profile-icon-4.png,False,0,0,1,False,False,False,False,success
c_00000094,394052,u_675ab76a8712,4800094,0,394052,구성이 알차고 상세페이지 설명이 이해하기 쉬워요,TALK,positive,2026-03-30 17:19:10,False,,익명의 서포터 1281,NM,https://demo-static.example.invalid/assets/icon/profile-icon-2.png,False,0,0,1,False,False,False,True,success
c_00000095,394052,u_b7e985fecd97,4800095,0,394052,비슷한 제품보다 차별점이 더 명확했으면 좋겠어요,QUESTION,negative,2026-04-04 17:55:26,False,,익명의 서포터 6504,NM,https://demo-static.example.invalid/assets/icon/profile-icon-1.png,False,0,0,0,False,False,False,True,success
c_00000096,397605,u_c0afe0e703e4,4800096,0,397605,배송 예정일이 궁금합니다,QUESTION,neutral,2026-04-22 11:00:02,False,,익명의 서포터 6999,NM,https://demo-static.example.invalid/assets/icon/profile-icon-3.png,True,2,2,0,False,False,False,False,success
