funding_id,campaign_id,user_id_hash,product_type,funding_created_at,backed_amount,dont_show_amount,dont_show_name,active_user,has_membership,status
f_00000141,399800,u_18808266cd01,PREORDER,2026-04-08 17:26:11,80696,False,False,True,False,success
f_00000142,399800,u_c32cf14afff4,PREORDER,2026-04-06 17:55:29,87640,False,False,True,True,success
f_00000143,399800,u_0e3b6e395433,PREORDER,2026-04-14 17:22:43,55152,False,False,True,False,success
f_00000144,399800,u_e3443b15a3ab,PREORDER,2026-04-17 00:01:42,93352,False,False,True,False,success
f_00000145,399800,u_d65041be8564,PREORDER,2026-03-28 15:16:05,145287,False,False,True,False,success
f_00000146,399800,u_2cda60fe2f2e,PREORDER,2026-04-13 11:22:11,119306,True,False,True,False,success
f_00000147,399800,u_57430180ea50,PREORDER,2026-04-11 06:47:07,35076,False,False,True,False,success
f_00000148,399800,u_1d38644ea885,PREORDER,2026-03-27 21:14:43,73261,False,False,True,False,success
f_00000149,399800,u_85e4ce0d40d2,PREORDER,2026-04-13 12:11:07,40659,False,True,True,False,success
f_00000150,399800,u_a356ad51ee09,PREORDER,2026-04-15 01:50:28,32745,False,False,False,True,success
f_00000151,399800,u_ebac98b0e97a,PREORDER,2026-04-16 00:56:36,48047,True,False,True,False,success
f_00000152,399800,u_6223497c86ed,PREORDER,2026-04-09 23:49:41,66640,False,False,True,False,success
f_00000153,399800,u_2ce9e1196cf0,PREORDER,2026-04-04 08:20:41,54731,False,False,True,False,success
f_00000154,399800,u_08e068a709e2,PREORDER,2026-04-02 11:19:40,69643,False,False,False,True,success
f_00000155,399800,u_b6194812d22e,PREORDER,2026-04-07 22:46:06,61333,False,True,True,False,success
f_00000156,399800,u_628b052a3187,PREORDER,2026-04-08 11:21:55,29530,False,True,False,False,success
f_00000157,399800,u_f98c9fb633db,PREORDER,2026-04-10 05:11:54,63214,False,False,True,False,success
f_00000158,399800,u_a3ffffdb343f,PREORDER,2026-04-14 13:02:36,44138,False,False,True,False,success
f_00000159,399800,u_4628894f6e80,PREORDER,2026-03-30 07:11:31,27247,False,True,True,False,success
f_00000160,399800,u_1c2a59c663f8,PREORDER,2026-04-13 17:20:44,34208,False,False,True,True,success
f_00000161,399800,u_42f2d95b7064,PREORDER,2026-04-05 20:51:09,47617,False,False,True,False,success
f_00000162,399800,u_ab537d01e01b,PREORDER,2026-04-15 02:55:05,85762,False,False,True,False,success
f_00000163,399800,u_2e939fbd9b97,PREORDER,2026-03-31 16:25:32,65010,False,False,True,False,success
f_00000164,399800,u_accc327480eb,PREORDER,2026-04-14 21:49:40,63492,False,False,True,False,success
f_00000165,399800,u_af17ce8d86a7,PREORDER,2026-03-31 18:48:59,67718,False,False,True,False,success
f_00000166,399800,u_98ef221d8635,PREORDER,2026-04-07 08:55:15,70280,False,False,True,False,success
f_00000167,399800,u_ba0751513389,PREORDER,2026-03-28 16:45:17,34029,False,False,True,False,success
f_00000168,399800,u_6e9d448aed20,PREORDER,2026-04-08 18:27:56,34339,False,False,False,False,success
f_00000169,398196,u_7474efbba709,PREORDER,2026-04-09 12:35:42,73718,False,False,True,False,success
f_00000170,398196,u_01af096a5067,PREORDER,2026-03-31 04:28:37,70158,False,False,True,False,success
f_00000171,398196,u_6af80ae370c2,PREORDER,2026-04-10 01:41:59,43481,False,False,True,False,success
f_00000172,398196,u_19829b6ff003,PREORDER,2026-04-06 11:40:13,51449,True,False,True,False,success
f_00000173,398196,u_c4db55922dfd,PREORDER,2026-04-03 23:52:11,60929,False,True,True,True,success
f_00000174,398196,u_692e76ad0466,PREORDER,2026-04-07 08:41:05,69807,False,False,True,False,success
f_00000175,398196,u_29e6de4823fc,PREORDER,2026-04-03 08:55:52,48020,False,False,True,False,success
f_00000176,398196,u_414790408b75,PREORDER,2026-04-04 14:48:11,50539,False,False,True,False,success
f_00000177,398196,u_0aa459f2d4d7,PREORDER,2026-04-05 19:29:27,52143,False,False,True,False,success
f_00000178,398196,u_81819d1c2def,PREORDER,2026-03-31 19:40:12,59957,False,False,True,False,success
f_00000179,398196,u_61d78b7b50b5,PREORDER,2026-04-03 20:03:05,96071,False,False,True,False,success
f_00000180,398196,u_7b6f357aa3b3,PREORDER,2026-04-01 18:06:26,45516,False,True,True,False,success
f_00000181,398196,u_58eaa0e16791,PREORDER,2026-04-05 19:16:13,104513,False,False,True,True,success
f_00000182,398196,u_ee544041351e,PREORDER,2026-04-02 21:21:26,41094,True,True,True,False,success
f_00000183,398196,u_08e4c9d4f67c,PREORDER,2026-04-08 00:38:49,79539,False,True,True,False,success
f_00000184,398196,u_7abb72637951,PREORDER,2026-04-04 19:20:30,54244,False,False,False,False,success
f_00000185,398196,u_164092fcf57e,PREORDER,2026-03-31 01:50:25,79416,False,False,True,False,success
f_00000186,398196,u_b17fd89364a2,PREORDER,2026-04-09 12:28:20,108459,False,False,True,False,success
f_00000187,398196,u_9e33d59b5fd8,PREORDER,2026-04-08 07:02:57,45534,False,True,True,False,success
f_00000188,398196,u_1fcfaca41c26,PREORDER,2026-04-04 12:03:59,46466,False,True,True,False,success
f_00000189,398196,u_1c0dc9413e8f,PREORDER,2026-04-01 03:24:22,75850,False,True,True,False,success
f_00000190,398196,u_3640450951e9,PREORDER,2026-04-08 05:04:55,60404,False,False,True,True,success
f_00000191,398196,u_a0e385e74fda,PREORDER,2026-03-27 22:15:48,60744,False,True,True,False,success
f_00000192,398196,u_214a82651274,PREORDER,2026-04-01 08:19:40,87132,False,True,True,False,success
f_00000193,398196,u_6760728289e2,PREORDER,2026-03-30 01:40:12,59711,False,True,False,False,success
f_00000194,398196,u_87c29ff398fd,PREORDER,2026-04-07 22:08:59,39310,False,False,True,False,success
f_00000195,398196,u_3d843f70499a,PREORDER,2026-03-30 02:10:29,91146,False,False,True,False,success
f_00000196,398196,u_4ea30450181a,PREORDER,2026-04-08 04:02:01,75908,False,False,True,False,success
f_00000197,398196,u_78f73ba978bf,PREORDER,2026-03-31 14:08:24,33759,False,False,True,False,success
f_00000198,398196,u_95e349aa473d,PREORDER,2026-04-05 07:09:11,23227,False,False,True,False,success
f_00000199,398196,u_92c03671dfb3,PREORDER,2026-04-10 08:43:54,114249,False,False,False,False,success
f_00000200,398196,u_f5bd3c125e2e,PREORDER,2026-04-05 03:57:07,45485,False,False,True,False,success
f_00000201,398196,u_f6f875fa04cb,PREORDER,2026-03-28 03:13:50,78871,True,False,True,False,success
f_00000202,398196,u_6a13db128c66,PREORDER,2026-04-03 10:57:16,81170,False,False,True,False,success
f_00000203,398196,u_56461626f800,PREORDER,2026-04-07 03:15:33,48489,False,False,True,False,success
f_00000204,398196,u_ce784dc777ed,PREORDER,2026-04-04 05:06:43,47370,False,True,True,True,success
f_00000205,398196,u_8a07074ac802,PREORDER,2026-04-06 13:55:14,75450,False,False,True,False,success
f_00000206,394880,u_5fa51967f6db,PREORDER,2026-04-24 05:44:34,57084,False,False,True,False,success
f_00000207,394880,u_4f0aae2ccbae,PREORDER,2026-04-28 03:31:01,22347,False,False,True,False,success
f_00000208,394880,u_77e5757e43fe,PREORDER,2026-04-06 20:01:55,60181,True,False,True,True,success
f_00000209,394880,u_42f2d95b7064,PREORDER,2026-04-25 18:28:27,39789,False,False,True,False,success
f_00000210,394880,u_1931069d12cc,PREORDER,2026-04-01 23:58:32,32421,False,False,True,False,success
f_00000211,394880,u_33c0290cd298,PREORDER,2026-04-07 12:10:20,32196,False,True,True,False,success
f_00000212,394880,u_fbd020ddaaec,PREORDER,2026-04-05 15:45:49,45753,False,False,True,True,success
f_00000213,394880,u_6221b30086e5,PREORDER,2026-04-24 08:42:39,69751,False,True,True,False,success
f_00000214,394880,u_e496af04f1d2,PREORDER,2026-04-03 03:37:14,28023,False,True,True,False,success
f_00000215,394880,u_68fafa27a68c,PREORDER,2026-04-22 08:32:38,82252,False,True,True,False,success
f_00000216,394880,u_7c572aad3882,PREORDER,2026-04-28 07:16:52,85670,False,False,False,False,success
f_00000217,394880,u_13e391fc6a16,PREORDER,2026-04-15 14:09:53,57346,False,False,True,False,success
f_00000218,394880,u_ea7a0ca751a4,PREORDER,2026-04-24 22:41:14,18758,False,False,True,False,success
f_00000219,394880,u_8596b2ee469b,PREORDER,2026-05-08 10:16:58,23002,True,False,True,False,success
f_00000220,394880,u_a4a60d220a9d,PREORDER,2026-04-26 08:36:50,84371,True,False,True,True,success
f_00000221,394880,u_52a6ae642e00,PREORDER,2026-05-06 04:34:18,66920,False,False,True,False,success
f_00000222,394880,u_21c01b7b88b5,PREORDER,2026-05-09 07:10:49,33378,False,False,True,False,success
f_00000223,394880,u_67baf9de3cc4,PREORDER,2026-04-29 10:51:18,22369,False,False,True,True,success
f_00000224,394880,u_78c44c97b38f,PREORDER,2026-04-07 03:51:34,53160,False,False,True,False,success
f_00000225,394880,u_f1fc2bd83913,PREORDER,2026-03-28 03:06:41,63008,False,False,True,False,success
f_00000226,394880,u_54f111973f53,PREORDER,2026-04-08 06:06:08,38830,False,False,False,False,success
f_00000227,394880,u_06be8b76c11a,PREORDER,2026-04-01 10:24:59,71220,False,True,True,False,success
f_00000228,394880,u_edb86550649d,PREORDER,2026-04-26 20:26:15,38489,False,False,True,False,success
f_00000229,394880,u_a366fbcfdb5a,PREORDER,2026-04-03 22:59:42,38778,False,False,True,False,success
f_00000230,394880,u_adc03da7963e,PREORDER,2026-04-20 01:57:19,58527,False,True,True,False,success
f_00000231,401384,u_95db23625140,REWARD,2026-04-13 01:42:56,13835,False,False,True,True,success
f_00000232,401384,u_dcfc0ab02d62,REWARD,2026-05-10 20:51:39,19990,False,False,True,False,success
f_00000233,401384,u_c8fe9df040fc,REWARD,2026-04-04 00:35:13,60833,False,False,True,False,success
f_00000234,401384,u_6c29803a201d,REWARD,2026-05-06 13:29:45,21560,False,False,True,True,success
f_00000235,401384,u_6fe7b0f342bc,REWARD,2026-04-18 00:37:59,26301,True,False,True,True,success
f_00000236,401384,u_2559afd3eb4f,REWARD,2026-04-20 06:33:26,20795,False,False,True,False,success
f_00000237,401384,u_ad842ce56b7c,REWARD,2026-04-12 01:30:20,12471,False,False,True,False,success
f_00000238,401384,u_d9f9a27299d5,REWARD,2026-05-04 06:28:21,13936,False,False,True,False,success
f_00000239,401384,u_71eeee268689,REWARD,2026-04-09 01:31:13,13602,False,False,True,False,success
f_00000240,401384,u_6f6def5b6678,REWARD,2026-04-16 11:09:55,12222,False,False,True,False,success
f_00000241,401384,u_9320a3dadea0,REWARD,2026-05-04 22:40:53,16856,False,False,True,True,success
f_00000242,401384,u_348fea767f72,REWARD,2026-05-01 15:50:03,35607,False,False,True,True,success
f_00000243,401384,u_48a2fa44f27a,REWARD,2026-04-14 14:35:41,14788,False,False,True,False,success
f_00000244,401384,u_5acbb62d6339,REWARD,2026-05-08 02:05:49,18716,False,True,True,False,success
f_00000245,401384,u_239736ac8c08,REWARD,2026-04-12 18:17:55,23247,False,False,True,False,success
f_00000246,401384,u_a5f94822b25e,REWARD,2026-04-01 04:06:32,14859,False,False,True,True,success
f_00000247,401384,u_e46b27305c7b,REWARD,2026-05-08 06:13:25,21975,False,False,True,False,success
f_00000248,401384,u_4d7351a84f24,REWARD,2026-04-05 10:32:21,31404,False,False,True,False,success
f_00000249,401384,u_0fe20c7e467e,REWARD,2026-05-07 20:13:11,17101,True,False,True,False,success
f_00000250,401384,u_d67841fce713,REWARD,2026-05-01 21:46:47,20764,False,False,True,False,success
f_00000251,401384,u_2e8a69075d44,REWARD,2026-05-08 03:31:34,27470,False,False,True,False,success
f_00000252,401384,u_ec59022d3508,REWARD,2026-04-24 14:00:47,40462,True,True,True,False,success
f_00000253,401384,u_4638799937bf,REWARD,2026-04-21 04:00:00,25951,False,True,True,False,success
f_00000254,401384,u_675ab76a8712,REWARD,2026-05-05 16:12:38,22345,False,False,True,False,success
f_00000255,401384,u_ead84fc069a8,REWARD,2026-04-30 15:30:39,18076,False,False,True,False,success
f_00000256,401384,u_670520c0efe8,REWARD,2026-04-24 11:00:22,14692,False,True,True,False,success
f_00000257,401384,u_db7ab8e4c911,REWARD,2026-04-29 00:44:31,27583,True,False,True,False,success
f_00000258,401384,u_63fb6ecd8e27,REWARD,2026-04-06 00:23:57,32847,False,False,True,False,success
f_00000259,401384,u_7ead6a740c0b,REWARD,2026-05-09 10:07:26,21827,False,False,True,False,success
f_00000260,401384,u_518eacc25692,REWARD,2026-05-08 21:34:50,13485,False,True,True,False,success
f_00000261,401384,u_a9dcd0df7d4d,REWARD,2026-05-04 18:58:56,11852,False,False,True,False,success
f_00000262,401384,u_f30d34c863ae,REWARD,2026-04-14 04:06:32,16685,False,True,False,False,success
f_00000263,401384,u_8c9d593133db,REWARD,2026-04-17 23:05:10,35329,False,False,True,False,success
f_00000264,401384,u_35d4c7cb78af,REWARD,2026-04-27 07:49:36,20203,False,False,True,False,success
f_00000265,401384,u_9e14ad8ae7e6,REWARD,2026-05-09 21:57:25,11089,False,True,True,False,success
f_00000266,401384,u_1ec2d6217f24,REWARD,2026-04-15 22:35:41,30336,False,False,True,False,success
f_00000267,401384,u_3b19fd8dec74,REWARD,2026-04-06 01:33:22,9143,False,False,True,False,success
