date,campaign_id,category_name,product_type,detail_views,wish_adds,funding_count,comment_count,backed_amount,funding_amount_dod,participation_dod,signature_dod,comment_dod,wish_dod,total_funding_amount,participation_cnt,signature_cnt,comment_cnt,wish_cnt,detail_view_cnt,achievement_rate,daily_conversion_rate,cumulative_conversion_rate,title,maker_name,remaining_day,target_amount
2026-03-31,394880,테크·가전,PREORDER,92,5,0,0,30396,32127,0,0,0,5,186590,3,0,1,30,498,18.659,0.0,0.006024096385542169,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-01,394880,테크·가전,PREORDER,69,3,1,0,14856,15702,1,0,0,3,202292,4,0,1,33,567,20.2292,0.014492753623188406,0.007054673721340388,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-02,394880,테크·가전,PREORDER,66,4,0,0,25059,26486,0,0,0,4,228778,4,0,1,37,633,22.8778,0.0,0.00631911532385466,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-03,394880,테크·가전,PREORDER,81,4,0,0,20553,21723,0,0,0,4,250501,4,0,1,41,714,25.050099999999997,0.0,0.0056022408963585435,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-04,394880,테크·가전,PREORDER,75,5,0,0,25116,26546,0,0,0,5,277047,4,0,1,46,789,27.7047,0.0,0.005069708491761723,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-05,394880,테크·가전,PREORDER,70,2,0,0,19362,20465,0,0,0,2,297512,4,0,1,48,859,29.7512,0.0,0.004656577415599534,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-06,394880,테크·가전,PREORDER,52,3,0,0,14866,15713,0,0,0,3,313225,4,0,1,51,911,31.322499999999998,0.0,0.0043907793633369925,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-07,394880,테크·가전,PREORDER,88,6,0,0,26891,28422,0,0,0,6,341647,4,0,1,57,999,34.164699999999996,0.0,0.004004004004004004,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-08,394880,테크·가전,PREORDER,84,3,0,0,17837,18853,0,0,0,3,360500,4,0,1,60,1083,36.05,0.0,0.003693444136657433,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-09,394880,테크·가전,PREORDER,82,4,0,0,20153,21301,0,0,0,4,381801,4,0,1,64,1165,38.1801,0.0,0.0034334763948497852,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-10,394880,테크·가전,PREORDER,99,3,1,0,21259,22470,1,0,0,3,404271,5,0,1,67,1264,40.427099999999996,0.010101010101010102,0.003955696202531646,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-11,394880,테크·가전,PREORDER,77,4,2,0,8956,9466,2,0,0,4,413737,7,0,1,71,1341,41.3737,0.025974025974025976,0.005219985085756898,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-12,394880,테크·가전,PREORDER,96,3,0,0,18981,20062,0,0,0,3,433799,7,0,1,74,1437,43.3799,0.0,0.0048712595685455815,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-13,394880,테크·가전,PREORDER,60,2,0,0,13734,14516,0,0,0,2,448315,7,0,1,76,1497,44.831500000000005,0.0,0.004676018704074816,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-14,394880,테크·가전,PREORDER,77,6,0,0,23972,25337,0,0,0,6,473652,7,0,1,82,1574,47.3652,0.0,0.0044472681067344345,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-15,394880,테크·가전,PREORDER,82,5,0,0,26207,27699,0,0,0,5,501351,7,0,1,87,1656,50.1351,0.0,0.004227053140096618,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-16,394880,테크·가전,PREORDER,78,4,0,1,19274,20372,0,0,1,4,521723,7,0,2,91,1734,52.17230000000001,0.0,0.004036908881199538,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-17,394880,테크·가전,PREORDER,100,3,1,0,19568,20682,1,0,0,3,542405,8,0,2,94,1834,54.240500000000004,0.01,0.004362050163576881,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-18,394880,테크·가전,PREORDER,65,2,0,0,20713,21892,0,0,0,2,564297,8,0,2,96,1899,56.429700000000004,0.0,0.00421274354923644,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-19,394880,테크·가전,PREORDER,85,3,1,0,27596,29167,1,0,0,3,593464,9,0,2,99,1984,59.3464,0.011764705882352941,0.0045362903225806455,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-20,394880,테크·가전,PREORDER,80,5,0,1,13650,14427,0,0,1,5,607891,9,0,3,104,2064,60.7891,0.0,0.00436046511627907,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-21,394880,테크·가전,PREORDER,77,4,1,0,17030,18000,1,0,0,4,625891,10,0,3,108,2141,62.589099999999995,0.012987012987012988,0.004670714619336758,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-22,394880,테크·가전,PREORDER,60,4,0,0,26721,28243,0,0,0,4,654134,10,0,3,112,2201,65.4134,0.0,0.004543389368468878,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-23,394880,테크·가전,PREORDER,72,4,1,0,20934,22126,1,0,0,4,676260,11,0,3,116,2273,67.62599999999999,0.013888888888888888,0.004839419269687638,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-24,394880,테크·가전,PREORDER,58,4,0,1,15923,16830,0,0,1,4,693090,11,0,4,120,2331,69.309,0.0,0.004719004719004719,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-25,394880,테크·가전,PREORDER,67,5,0,0,26578,28091,0,0,0,5,721181,11,0,4,125,2398,72.1181,0.0,0.0045871559633027525,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-26,394880,테크·가전,PREORDER,58,4,0,1,22540,23824,0,0,1,4,745005,11,0,5,129,2456,74.5005,0.0,0.004478827361563518,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-27,394880,테크·가전,PREORDER,76,4,0,0,25521,26974,0,0,0,4,771979,11,0,5,133,2532,77.1979,0.0,0.004344391785150079,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-28,394880,테크·가전,PREORDER,71,5,0,0,24841,26256,0,0,0,5,798235,11,0,5,138,2603,79.8235,0.0,0.0042258932001536685,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-29,394880,테크·가전,PREORDER,86,4,0,0,15984,16894,0,0,0,4,815129,11,0,5,142,2689,81.5129,0.0,0.004090740052063964,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-04-30,394880,테크·가전,PREORDER,77,7,2,0,13133,13881,2,0,0,7,829010,13,0,5,149,2766,82.901,0.025974025974025976,0.004699927693420101,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-01,394880,테크·가전,PREORDER,73,5,0,2,18348,19393,0,0,2,5,848403,13,0,7,154,2839,84.8403,0.0,0.004579077139837971,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-02,394880,테크·가전,PREORDER,76,4,1,0,28377,29993,1,0,0,4,878396,14,0,7,158,2915,87.83959999999999,0.013157894736842105,0.004802744425385935,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-03,394880,테크·가전,PREORDER,73,5,0,1,30229,31950,0,0,1,5,910346,14,0,8,163,2988,91.0346,0.0,0.004685408299866131,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-04,394880,테크·가전,PREORDER,76,3,0,1,15683,16576,0,0,1,3,926922,14,0,9,166,3064,92.6922,0.0,0.0045691906005221935,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-05,394880,테크·가전,PREORDER,73,5,0,0,20912,22103,0,0,0,5,949025,14,0,9,171,3137,94.9025,0.0,0.004462862607586867,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-06,394880,테크·가전,PREORDER,82,4,0,0,34063,36003,0,0,0,4,985028,14,0,9,175,3219,98.50280000000001,0.0,0.004349176762969867,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-07,394880,테크·가전,PREORDER,81,3,1,0,21147,22351,1,0,0,3,1007379,15,0,9,178,3300,100.7379,0.012345679012345678,0.004545454545454545,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-08,394880,테크·가전,PREORDER,110,5,0,0,28101,29701,0,0,0,5,1037080,15,0,9,183,3410,103.708,0.0,0.004398826979472141,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-09,394880,테크·가전,PREORDER,99,5,4,0,27773,29355,5,0,0,5,1066435,20,0,9,188,3509,106.6435,0.050505050505050504,0.005699629524080934,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-05-10,394880,테크·가전,PREORDER,169,8,1,0,41219,43565,5,10,0,8,1110000,25,10,9,196,3678,111.00000000000001,0.029585798816568046,0.006797172376291463,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",스튜디오 그린웨이,1,1000000.0
2026-03-28,401384,반려동물,REWARD,319,15,1,0,42102,39930,2,1,0,15,39930,2,1,0,15,319,1.9965,0.006269592476489028,0.006269592476489028,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-03-29,401384,반려동물,REWARD,110,7,0,0,27992,26548,0,1,0,7,66478,2,2,0,22,429,3.3238999999999996,0.0,0.004662004662004662,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-03-30,401384,반려동물,REWARD,161,11,0,0,18767,17799,0,1,0,11,84277,2,3,0,33,590,4.21385,0.0,0.003389830508474576,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-03-31,401384,반려동물,REWARD,142,7,0,0,22940,21757,0,1,0,7,106034,2,4,0,40,732,5.3017,0.0,0.00273224043715847,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-01,401384,반려동물,REWARD,155,6,0,0,16659,15800,0,0,0,6,121834,2,4,0,46,887,6.0916999999999994,0.0,0.002254791431792559,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-02,401384,반려동물,REWARD,149,6,1,0,2516,2386,2,0,0,6,124220,4,4,0,52,1036,6.211,0.013422818791946308,0.003861003861003861,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-03,401384,반려동물,REWARD,181,5,0,0,23472,22261,0,0,0,5,146481,4,4,0,57,1217,7.32405,0.0,0.003286770747740345,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-04,401384,반려동물,REWARD,200,6,1,0,23301,22099,2,0,0,6,168580,6,4,0,63,1417,8.429,0.01,0.004234297812279464,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-05,401384,반려동물,REWARD,162,7,0,0,23090,21899,0,1,0,7,190479,6,5,0,70,1579,9.523950000000001,0.0,0.0037998733375554147,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-06,401384,반려동물,REWARD,134,6,0,0,8844,8388,0,0,0,6,198867,6,5,0,76,1713,9.943349999999999,0.0,0.0035026269702276708,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-07,401384,반려동물,REWARD,125,6,1,0,16412,15566,2,0,0,6,214433,8,5,0,82,1838,10.72165,0.016,0.004352557127312296,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-08,401384,반려동물,REWARD,179,5,0,0,22725,21553,0,0,0,5,235986,8,5,0,87,2017,11.7993,0.0,0.0039662865642042635,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-09,401384,반려동물,REWARD,136,4,0,0,27588,26165,0,0,0,4,262151,8,5,0,91,2153,13.107550000000002,0.0,0.0037157454714352067,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-10,401384,반려동물,REWARD,160,4,1,0,16395,15549,2,0,0,4,277700,10,5,0,95,2313,13.885,0.0125,0.00432338953739732,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-11,401384,반려동물,REWARD,136,3,0,0,19438,18435,0,0,0,3,296135,10,5,0,98,2449,14.80675,0.0,0.004083299305839118,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-12,401384,반려동물,REWARD,141,4,1,0,26047,24704,2,0,0,4,320839,12,5,0,102,2590,16.04195,0.014184397163120567,0.004633204633204633,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-13,401384,반려동물,REWARD,110,7,0,1,20588,19526,0,1,1,7,340365,12,6,1,109,2700,17.01825,0.0,0.0044444444444444444,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-14,401384,반려동물,REWARD,108,5,2,0,23300,22098,3,0,0,5,362463,15,6,1,114,2808,18.12315,0.027777777777777776,0.005341880341880342,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-15,401384,반려동물,REWARD,159,7,1,0,20999,19916,2,1,0,7,382379,17,7,1,121,2967,19.11895,0.012578616352201259,0.005729693292888439,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-16,401384,반려동물,REWARD,160,6,0,0,20956,19875,0,0,0,6,402254,17,7,1,127,3127,20.1127,0.0,0.005436520626798848,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-17,401384,반려동물,REWARD,166,3,0,0,30077,28526,0,0,0,3,430780,17,7,1,130,3293,21.539,0.0,0.00516246583662314,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-18,401384,반려동물,REWARD,151,4,0,0,19059,18076,0,0,0,4,448856,17,7,1,134,3444,22.4428,0.0,0.004936120789779327,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-19,401384,반려동물,REWARD,140,5,0,0,20530,19471,0,0,0,5,468327,17,7,1,139,3584,23.41635,0.0,0.004743303571428571,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-20,401384,반려동물,REWARD,99,5,2,2,21638,20522,3,0,2,5,488849,20,7,3,144,3683,24.442449999999997,0.030303030303030304,0.005430355688297583,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
2026-04-21,401384,반려동물,REWARD,147,6,1,0,15765,14952,2,0,0,6,503801,22,7,3,150,3830,25.190050000000003,0.013605442176870748,0.005744125326370757,산책이 편해지는 초경량 감성 리드줄,주식회사 메디비티,17,2000000.0
