wish_id,user_id_hash,campaign_id,title,maker_name,thumbnail,achievement_rate,amount,remaining_day,product_type,landing_url,cust_value_code_nm,collected_at,status
w_00000053,u_55883fb1ad4e,398616,꽂는 순간 숫자로 보이는 충전 속도ㅣ미니 LED 케이블,브랜드 온하루,https://demo-assets.example.invalid/studio/images/2026/04/398616.jpeg,1097,0,-6,PREORDER,/web/campaign/detail/398616,주변기기,2026-04-15T10:32:25,success
w_00000054,u_391269ecfaec,393606,아이의 수면 루틴을 돕는 시그니처 침구,주식회사 유열,https://demo-assets.example.invalid/studio/images/2026/04/393606.jpeg,947,0,19,PREORDER,/web/campaign/detail/393606,유아·키즈,2026-05-03T00:12:23,success
w_00000055,u_258b41898b2e,393515,"보이지 않는 바람의 차이, 공간까지 시원한 감성 선풍기",리디아,https://demo-assets.example.invalid/studio/images/2026/04/393515.jpeg,977,0,26,PREORDER,/web/campaign/detail/393515,테크·가전,2026-05-05T10:40:35,success
w_00000056,u_846a06277f74,394306,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",메이커 메디비티,https://demo-assets.example.invalid/studio/images/2026/04/394306.jpeg,1131,0,20,PREORDER,/web/campaign/detail/394306,홈리빙,2026-05-10T19:29:19,success
w_00000057,u_cbf206bc8a24,394306,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",메이커 메디비티,https://demo-assets.example.invalid/studio/images/2026/04/394306.jpeg,1131,0,20,PREORDER,/web/campaign/detail/394306,홈리빙,2026-05-10T07:33:06,success
w_00000058,u_2c6b318b5706,402562,출근길 배터리 걱정 없는 초경량 시그니처 보조배터리,그린웨이,https://demo-assets.example.invalid/studio/images/2026/04/402562.jpeg,1070,0,13,PREORDER,/web/campaign/detail/402562,주변기기,2026-05-04T06:30:14,success
w_00000059,u_0c7a97a69b28,395639,첫째도 둘째도 쓰는 엄마 추천 미니,메이커 루미에르,https://demo-assets.example.invalid/studio/images/2026/04/395639.jpeg,127,0,-25,REWARD,/web/campaign/detail/395639,유아·키즈,2026-04-06T18:47:38,success
w_00000060,u_31e57335aef0,395003,"여름 출산 준비 필수템, 부드러운 시그니처 세트",주식회사 두이즈,https://demo-assets.example.invalid/studio/images/2026/04/395003.jpeg,57,0,-28,PREORDER,/web/campaign/detail/395003,유아·키즈,2026-04-01T12:54:42,success
w_00000061,u_979430829ef0,399272,"오픈형이지만 몰입은 깊게, 노이즈캔슬링 시그니처",메이커 로컬랩,https://demo-assets.example.invalid/studio/images/2026/04/399272.jpeg,143,0,-16,PREORDER,/web/campaign/detail/399272,테크·가전,2026-04-08T17:41:27,success
w_00000062,u_147a3283ce8e,395003,"여름 출산 준비 필수템, 부드러운 시그니처 세트",주식회사 두이즈,https://demo-assets.example.invalid/studio/images/2026/04/395003.jpeg,57,0,-28,PREORDER,/web/campaign/detail/395003,유아·키즈,2026-04-06T01:44:48,success
w_00000063,u_77fa7b9e2104,394558,초보자를 위한 친절한 하이브리드 가이드북,메이커 루미에르,https://demo-assets.example.invalid/studio/images/2026/04/394558.jpeg,152,0,-19,PREORDER,/web/campaign/detail/394558,출판,2026-04-17T05:38:08,success
w_00000064,u_66fd0784ab85,400387,초보자를 위한 친절한 하이브리드 가이드북,주식회사 로컬랩,https://demo-assets.example.invalid/studio/images/2026/04/400387.jpeg,192,0,-2,PREORDER,/web/campaign/detail/400387,출판,2026-04-22T03:43:49,success
w_00000065,u_bee447489b3a,400928,피부의 기초 상태를 바꾸는 바이브 앰플+크림세트,스튜디오 로컬랩,https://demo-assets.example.invalid/studio/images/2026/04/400928.jpeg,58,0,16,PREORDER,/web/campaign/detail/400928,스킨케어,2026-05-05T18:59:08,success
w_00000066,u_9320a3dadea0,401953,"보이지 않는 바람의 차이, 공간까지 시원한 바이브 선풍기",메이커 두이즈,https://demo-assets.example.invalid/studio/images/2026/04/401953.jpeg,175,0,-25,PREORDER,/web/campaign/detail/401953,테크·가전,2026-04-06T04:49:06,success
w_00000067,u_4536139ae680,395003,"여름 출산 준비 필수템, 부드러운 시그니처 세트",주식회사 두이즈,https://demo-assets.example.invalid/studio/images/2026/04/395003.jpeg,57,0,-28,PREORDER,/web/campaign/detail/395003,유아·키즈,2026-04-10T05:27:33,success
w_00000068,u_d232c657cd1b,397451,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",주식회사 포근,https://demo-assets.example.invalid/studio/images/2026/04/397451.jpeg,737,0,10,PREORDER,/web/campaign/detail/397451,홈리빙,2026-04-22T04:39:21,success
w_00000069,u_e5d965b90c43,395595,물끓임 필요 없는 셀프히팅 클린 머신,브랜드 그린웨이,https://demo-assets.example.invalid/studio/images/2026/04/395595.jpeg,1344,0,-9,PREORDER,/web/campaign/detail/395595,테크·가전,2026-04-11T10:22:17,success
w_00000070,u_c3e4509cc8dc,397808,산책이 편해지는 초경량 스마트 리드줄,메이커 제로랩,https://demo-assets.example.invalid/studio/images/2026/04/397808.jpeg,646,0,13,REWARD,/web/campaign/detail/397808,반려동물,2026-05-08T20:16:12,success
w_00000071,u_8a067602b154,400928,피부의 기초 상태를 바꾸는 바이브 앰플+크림세트,스튜디오 로컬랩,https://demo-assets.example.invalid/studio/images/2026/04/400928.jpeg,58,0,16,PREORDER,/web/campaign/detail/400928,스킨케어,2026-05-03T13:14:16,success
w_00000072,u_6f9e7be6f187,397451,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",주식회사 포근,https://demo-assets.example.invalid/studio/images/2026/04/397451.jpeg,737,0,10,PREORDER,/web/campaign/detail/397451,홈리빙,2026-04-22T23:55:35,success
w_00000073,u_26581a92c213,393292,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,https://demo-assets.example.invalid/studio/images/2026/04/393292.jpeg,1224,0,-11,PREORDER,/web/campaign/detail/393292,반려동물,2026-04-04T13:01:05,success
w_00000074,u_7bd4f7864425,398616,꽂는 순간 숫자로 보이는 충전 속도ㅣ미니 LED 케이블,브랜드 온하루,https://demo-assets.example.invalid/studio/images/2026/04/398616.jpeg,1097,0,-6,PREORDER,/web/campaign/detail/398616,주변기기,2026-04-18T07:27:10,success
w_00000075,u_77d9c8019005,395595,물끓임 필요 없는 셀프히팅 클린 머신,브랜드 그린웨이,https://demo-assets.example.invalid/studio/images/2026/04/395595.jpeg,1344,0,-9,PREORDER,/web/campaign/detail/395595,테크·가전,2026-04-28T11:54:07,success
w_00000076,u_c79c66832946,395595,물끓임 필요 없는 셀프히팅 클린 머신,브랜드 그린웨이,https://demo-assets.example.invalid/studio/images/2026/04/395595.jpeg,1344,0,-9,PREORDER,/web/campaign/detail/395595,테크·가전,2026-04-20T14:52:58,success
w_00000077,u_7264042cbd5d,399317,"축축한 욕실 이제 안녕, 초강력 시그니처 욕실템",주식회사 로컬랩,https://demo-assets.example.invalid/studio/images/2026/04/399317.jpeg,1074,0,-12,PREORDER,/web/campaign/detail/399317,홈리빙,2026-04-17T12:58:35,success
w_00000078,u_10fc0361e5d9,393484,선물하기 좋은 프리미엄 프로 디저트 세트,브랜드 온하루,https://demo-assets.example.invalid/studio/images/2026/04/393484.jpeg,86,0,7,REWARD,/web/campaign/detail/393484,푸드,2026-05-10T22:31:54,success
w_00000079,u_9e14ad8ae7e6,393292,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,https://demo-assets.example.invalid/studio/images/2026/04/393292.jpeg,1224,0,-11,PREORDER,/web/campaign/detail/393292,반려동물,2026-04-08T10:52:58,success
w_00000080,u_e224202bd180,395595,물끓임 필요 없는 셀프히팅 클린 머신,브랜드 그린웨이,https://demo-assets.example.invalid/studio/images/2026/04/395595.jpeg,1344,0,-9,PREORDER,/web/campaign/detail/395595,테크·가전,2026-04-25T12:05:00,success
w_00000081,u_0e88eb526d18,397451,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",주식회사 포근,https://demo-assets.example.invalid/studio/images/2026/04/397451.jpeg,737,0,10,PREORDER,/web/campaign/detail/397451,홈리빙,2026-05-01T11:24:28,success
w_00000082,u_e26686168813,402443,"아침 3분 완성, 진한 풍미의 스마트 간편식",주식회사 리빙온,https://demo-assets.example.invalid/studio/images/2026/04/402443.jpeg,142,0,-15,REWARD,/web/campaign/detail/402443,푸드,2026-04-15T20:14:25,success
w_00000083,u_381844e4f17c,394306,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",메이커 메디비티,https://demo-assets.example.invalid/studio/images/2026/04/394306.jpeg,1131,0,20,PREORDER,/web/campaign/detail/394306,홈리빙,2026-05-09T17:30:51,success
w_00000084,u_c9a382151e0e,393606,아이의 수면 루틴을 돕는 시그니처 침구,주식회사 유열,https://demo-assets.example.invalid/studio/images/2026/04/393606.jpeg,947,0,19,PREORDER,/web/campaign/detail/393606,유아·키즈,2026-05-10T11:31:43,success
w_00000085,u_aeab4e9336b4,394306,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",메이커 메디비티,https://demo-assets.example.invalid/studio/images/2026/04/394306.jpeg,1131,0,20,PREORDER,/web/campaign/detail/394306,홈리빙,2026-05-09T10:20:23,success
w_00000086,u_b12e7e2de9ee,399126,정선 사북의 특별한 이야기를 담은 초경량 베이커리,주식회사 포근,https://demo-assets.example.invalid/studio/images/2026/04/399126.jpeg,572,0,-5,PREORDER,/web/campaign/detail/399126,푸드,2026-05-04T09:09:09,success
w_00000087,u_12b1fdc8ae23,393292,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,https://demo-assets.example.invalid/studio/images/2026/04/393292.jpeg,1224,0,-11,PREORDER,/web/campaign/detail/393292,반려동물,2026-04-13T10:43:26,success
w_00000088,u_4d5e96529888,398616,꽂는 순간 숫자로 보이는 충전 속도ㅣ미니 LED 케이블,브랜드 온하루,https://demo-assets.example.invalid/studio/images/2026/04/398616.jpeg,1097,0,-6,PREORDER,/web/campaign/detail/398616,주변기기,2026-04-24T18:19:37,success
w_00000089,u_86cbf68998e0,398244,출근길 배터리 걱정 없는 초경량 미니 보조배터리,두이즈,https://demo-assets.example.invalid/studio/images/2026/04/398244.jpeg,999,0,12,PREORDER,/web/campaign/detail/398244,주변기기,2026-05-01T01:37:23,success
w_00000090,u_2159cac107d8,396502,공간 분위기를 바꾸는 호텔식 바이브 조명,온하루,https://demo-assets.example.invalid/studio/images/2026/04/396502.jpeg,142,0,-6,PREORDER,/web/campaign/detail/396502,홈리빙,2026-04-21T17:32:08,success
w_00000091,u_b5287cb32fc1,395740,첫째도 둘째도 쓰는 엄마 추천 초경량,주식회사 루미에르,https://demo-assets.example.invalid/studio/images/2026/04/395740.jpeg,140,0,-20,PREORDER,/web/campaign/detail/395740,유아·키즈,2026-04-16T00:12:20,success
w_00000092,u_3f649d17cbc6,393377,피부의 기초 상태를 바꾸는 컴팩트 앰플+크림세트,스튜디오 메디비티,https://demo-assets.example.invalid/studio/images/2026/04/393377.jpeg,147,0,14,PREORDER,/web/campaign/detail/393377,스킨케어,2026-04-26T06:37:38,success
w_00000093,u_dc2e0b9f0609,395376,공간 분위기를 바꾸는 호텔식 리얼 조명,스튜디오 제로랩,https://demo-assets.example.invalid/studio/images/2026/04/395376.jpeg,65,0,-27,PREORDER,/web/campaign/detail/395376,홈리빙,2026-04-01T00:40:16,success
w_00000094,u_17501ae14281,395003,"여름 출산 준비 필수템, 부드러운 시그니처 세트",주식회사 두이즈,https://demo-assets.example.invalid/studio/images/2026/04/395003.jpeg,57,0,-28,PREORDER,/web/campaign/detail/395003,유아·키즈,2026-04-12T02:08:39,success
w_00000095,u_c0afe0e703e4,398616,꽂는 순간 숫자로 보이는 충전 속도ㅣ미니 LED 케이블,브랜드 온하루,https://demo-assets.example.invalid/studio/images/2026/04/398616.jpeg,1097,0,-6,PREORDER,/web/campaign/detail/398616,주변기기,2026-04-08T15:18:22,success
w_00000096,u_699bc9c3afe3,396600,작은 집도 넓게 쓰는 접이식 컴팩트 수납템,스튜디오 브레바,https://demo-assets.example.invalid/studio/images/2026/04/396600.jpeg,338,0,40,PREORDER,/web/campaign/detail/396600,홈리빙,2026-05-09T13:33:29,success
w_00000097,u_a4a60d220a9d,399317,"축축한 욕실 이제 안녕, 초강력 시그니처 욕실템",주식회사 로컬랩,https://demo-assets.example.invalid/studio/images/2026/04/399317.jpeg,1074,0,-12,PREORDER,/web/campaign/detail/399317,홈리빙,2026-04-27T12:03:36,success
w_00000098,u_7e293dc20851,398616,꽂는 순간 숫자로 보이는 충전 속도ㅣ미니 LED 케이블,브랜드 온하루,https://demo-assets.example.invalid/studio/images/2026/04/398616.jpeg,1097,0,-6,PREORDER,/web/campaign/detail/398616,주변기기,2026-04-10T23:30:53,success
w_00000099,u_09edf2ee772f,397451,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",주식회사 포근,https://demo-assets.example.invalid/studio/images/2026/04/397451.jpeg,737,0,10,PREORDER,/web/campaign/detail/397451,홈리빙,2026-04-25T02:27:07,success
w_00000100,u_083e7c520530,397451,"축축한 욕실 이제 안녕, 초강력 프로 욕실템",주식회사 포근,https://demo-assets.example.invalid/studio/images/2026/04/397451.jpeg,737,0,10,PREORDER,/web/campaign/detail/397451,홈리빙,2026-05-04T10:56:49,success
w_00000101,u_df2ba040eab3,395595,물끓임 필요 없는 셀프히팅 클린 머신,브랜드 그린웨이,https://demo-assets.example.invalid/studio/images/2026/04/395595.jpeg,1344,0,-9,PREORDER,/web/campaign/detail/395595,테크·가전,2026-04-16T10:50:41,success
w_00000102,u_538fb287fc63,393292,반려동물 털 걱정을 줄이는 올인원 클리너,주식회사 루미에르,https://demo-assets.example.invalid/studio/images/2026/04/393292.jpeg,1224,0,-11,PREORDER,/web/campaign/detail/393292,반려동물,2026-04-03T10:50:48,success
